"Water Control Zone","Station","Dates","Sample No","Type","Zinc (mg/kg)","Vanadium (mg/kg)","Total Volatile Solid (% Total Solid)","Total Sulphide (mg/kg)","Total Solid (%w/w)","Total Polychlorinated Biphenyls (μg/kg)","Total Phosphorus (mg/kg)","Total Kjeldahl Nitrogen (mg/kg)","Total Cyanide (mg/kg)","Total Carbon (%w/w)","Silver (mg/kg)","Pyrene (μg/kg)","Phenanthrene (μg/kg)","Particle Size Fraction <63 micrometer (%w/w)","Nickel (mg/kg)","Naphthalene (μg/kg)","Mercury (mg/kg)","Manganese (mg/kg)","Lead (mg/kg)","Iron (mg/kg)","Indeno(1,2,3-cd)pyrene (μg/kg)","Fluorene (μg/kg)","Fluoranthene (μg/kg)","Electrochemical Potential (mV)","Dry Wet Ratio","Dibenzo(ah)anthracene (μg/kg)","Copper (mg/kg)","Chrysene (μg/kg)","Chromium (mg/kg)","Chemical Oxygen Demand (mg/kg)","Cadmium (mg/kg)","Boron (mg/kg)","Benzo(k)fluoranthene (μg/kg)","Benzo(ghi)perylene (μg/kg)","Benzo(b)fluoranthene (μg/kg)","Benzo(a)pyrene (μg/kg)","Benzo(a)anthracene (μg/kg)","Barium (mg/kg)","Arsenic (mg/kg)","Anthracene (μg/kg)","Ammonia Nitrogen (mg/kg)","Aluminium (mg/kg)","Acenaphthylene (μg/kg)","Acenaphthene (μg/kg)"
"Deep Bay","DS1","2022-04-23","1","Bulk Sample","320","32","7","120","45","18","280","460","0.1","0.7","1","67","6","83","28","<60","0.22","410","59","26000","48","<10","37","-97","0.49","<5","68","21","48","19000","0.9","8","26","59","33","51","27","49","12","<5","2.4","33000","<50","<50"
"Deep Bay","DS1","2022-08-13","1","Bulk Sample","430","42","6.4","78","44","18","270","440","0.1","0.7","1","37","<5","77","40","<60","0.46","450","78","34000","38","<10","27","-120","0.41","<5","100","13","71","28000","1","12","13","46","21","32","34","76","18","<5","10","32000","<50","<50"
"Deep Bay","DS1","2023-02-23","1","Bulk Sample","260","40","5.6","14","49","18","300","620","<0.1","0.7","1","20","<5","88","26","87","0.14","320","52","30000","18","<10","15","-74","0.45","<5","63","8","48","14000","0.5","13","7","26","11","12","6","59","13","<5","0.63","42000","<50","<50"
"Deep Bay","DS1","2023-10-15","1","Bulk Sample","330","42","6.1","130","49","18","360","590","<0.1","0.8","1","65","40","81","30","86","0.16","380","61","28000","50","<10","57","-145","0.5","12","71","34","54","19000","0.7","11","26","82","35","60","24","80","15","<5","19","39000","<50","<50"
"Deep Bay","DS1","2024-05-10","1","Bulk Sample","120","32","4.2","23","62","18","300","480","0.1","0.6","0","29","7","85","20","<60","0.1","420","38","24000","19","<10","17","-113","0.56","5","37","14","35","21000","0.1","11","9","27","15","19","11","34","8.9","<5","7","29000","<50","<50"
"Deep Bay","DS1","2024-08-24","1","Bulk Sample","240","34","4.1","240","53","18","320","400","0.1","0.6","1","32","6","65","21","<60","0.18","300","52","27000","26","<10","21","-128","0.48","6","50","13","41","19000","0.7","9","11","63","18","23","14","59","12","<5","4.1","45000","<50","<50"
"Deep Bay","DS2","1987-09-17","1","Bulk Sample","86","N/A","3","2.4","46","N/A","660","530","<0","1","N/A","N/A","N/A","N/A","14","N/A","0.33","710","45","37000","N/A","N/A","N/A","N/A","0.39","N/A","26","N/A","29","1600","0.1","10","N/A","N/A","N/A","N/A","N/A","N/A","8.1","N/A","0.18","N/A","N/A","N/A"
"Deep Bay","DS2","1988-02-25","1","Bulk Sample","96","N/A","10","3.1","49","N/A","270","480","<0","1.2","N/A","N/A","N/A","N/A","7","N/A","0.61","700","40","44000","N/A","N/A","N/A","N/A","0.38","N/A","33","N/A","37","140","0.1","25","N/A","N/A","N/A","N/A","N/A","N/A","8.7","N/A","0.43","N/A","N/A","N/A"
"Deep Bay","DS2","1988-08-08","1","Bulk Sample","120","N/A","9.5","0.3","44","N/A","510","540","0","1.4","N/A","N/A","N/A","92","16","N/A","0.2","680","45","33000","N/A","N/A","N/A","-366","0.44","N/A","45","N/A","33","19000","0.2","9","N/A","N/A","N/A","N/A","N/A","N/A","4.5","N/A","1.6","N/A","N/A","N/A"
"Deep Bay","DS2","1989-03-14","1","Bulk Sample","140","N/A","11","26","40","N/A","520","570","0","1.8","N/A","N/A","N/A","96","25","N/A","0.11","590","65","34000","N/A","N/A","N/A","-178","0.45","N/A","56","N/A","36","16000","7.6","11","N/A","N/A","N/A","N/A","N/A","N/A","9.9","N/A","0.09","N/A","N/A","N/A"
"Deep Bay","DS2","1991-06-14","1","Bulk Sample","110","N/A","3.5","<0","47","N/A","520","1000","<0","0.3","N/A","N/A","N/A","91","20","N/A","0.17","710","71","34000","N/A","N/A","N/A","-135","0.39","N/A","45","N/A","44","19000","9.4","47","N/A","N/A","N/A","N/A","N/A","N/A","15","N/A","0.21","19000","N/A","N/A"
"Deep Bay","DS2","1992-07-20","1","Bulk Sample","110","N/A","6","0.5","44","N/A","285","602","<0.1","0.8","N/A","N/A","N/A","84","24","N/A","0.34","460","77","36000","N/A","N/A","N/A","-44","0.44","N/A","43","N/A","37","13000","<0.5","25","N/A","N/A","N/A","N/A","N/A","N/A","12","N/A","3.12","20000","N/A","N/A"
"Deep Bay","DS2","1992-09-16","1","Bulk Sample","110","N/A","7.5","1.7","59","N/A","407","644","<0.1","0.6","N/A","N/A","N/A","75","24","N/A","0.12","470","72","37000","N/A","N/A","N/A","-157","0.59","N/A","31","N/A","41","15000","<0.5","23","N/A","N/A","N/A","N/A","N/A","N/A","18","N/A","1.38","20000","N/A","N/A"
"Deep Bay","DS2","1992-11-11","1","Bulk Sample","210","N/A","10","30","41","N/A","410","510","N/A","0.5","N/A","N/A","N/A","96","26","N/A","0.17","600","60","38000","N/A","N/A","N/A","-151","0.42","N/A","72","N/A","64","14000","<0.5","15","N/A","N/A","N/A","N/A","N/A","N/A","15","N/A","4.9","27000","N/A","N/A"
"Deep Bay","DS2","1993-01-12","1","Bulk Sample","100","N/A","6.3","0.7","53","N/A","380","320","<0.1","0.6","N/A","N/A","N/A","N/A","19","N/A","0.15","530","47","38000","N/A","N/A","N/A","-132","0.53","N/A","29","N/A","34","14000","<0.5","16","N/A","N/A","N/A","N/A","N/A","N/A","15","N/A","5.11","21000","N/A","N/A"
"Deep Bay","DS2","1993-03-12","1","Bulk Sample","140","N/A","7.4","150","47","N/A","400","230","<0.1","0.5","N/A","N/A","N/A","73","22","N/A","<0.1","460","51","36000","N/A","N/A","N/A","-162","0.49","N/A","48","N/A","38","16000","<0.5","17","N/A","N/A","N/A","N/A","N/A","N/A","15","N/A","6.11","22000","N/A","N/A"
"Deep Bay","DS2","1993-05-10","1","Bulk Sample","110","N/A","6.2","<0.2","41","N/A","350","260","<0.1","0.4","N/A","N/A","N/A","79","22","N/A","<0.12","700","38","37000","N/A","N/A","N/A","-164","0.42","N/A","47","N/A","58","13000","<0.5","18","N/A","N/A","N/A","N/A","N/A","N/A","14","N/A","5.36","29000","N/A","N/A"
"Deep Bay","DS2","1994-02-23","1","Bulk Sample","110","N/A","7.2","7.3","48","N/A","230","360","<0.1","0.6","N/A","N/A","N/A","66","20","N/A","0.14","550","51","34000","N/A","N/A","N/A","1","0.49","N/A","31","N/A","35","18000","<0.5","10","N/A","N/A","N/A","N/A","N/A","N/A","15","N/A","61.2","21000","N/A","N/A"
"Deep Bay","DS2","1994-07-13","1","Bulk Sample","130","N/A","7.8","31","44","N/A","290","600","<0.1","0.6","N/A","N/A","N/A","74","23","N/A","<0.11","620","51","39000","N/A","N/A","N/A","-25","0.44","N/A","34","N/A","36","14000","0.2","15","N/A","N/A","N/A","N/A","N/A","N/A","18","N/A","5.2","23000","N/A","N/A"
"Deep Bay","DS2","1995-01-19","1","Bulk Sample","69","N/A","6","1","50","N/A","260","340","<0.1","0.4","N/A","N/A","N/A","67","11","N/A","<0.1","420","33","21000","N/A","N/A","N/A","-132","0.52","N/A","18","N/A","21","14000","<0.1","13","N/A","N/A","N/A","N/A","N/A","N/A","9.8","N/A","7","11000","N/A","N/A"
"Deep Bay","DS2","1995-07-17","1","Bulk Sample","150","37","5.8","97","43","N/A","290","570","<0.1","0.4","N/A","N/A","N/A","83","23","N/A","<0.11","470","50","33000","N/A","N/A","N/A","-73","0.44","N/A","45","N/A","38","14000","0.2","12","N/A","N/A","N/A","N/A","N/A","40","15","N/A","5.4","19000","N/A","N/A"
"Deep Bay","DS2","1996-01-11","1","Bulk Sample","130","36","6.9","31","47","N/A","200","1100","<0.1","0.5","N/A","N/A","N/A","83","24","N/A","0.05","610","45","35000","N/A","N/A","N/A","-80","0.43","N/A","41","N/A","41","13000","0.1","16","N/A","N/A","N/A","N/A","N/A","35","14","N/A","30","17000","N/A","N/A"
"Deep Bay","DS2","1996-07-10","1","Bulk Sample","180","29","7.2","200","46","N/A","380","570","<0.1","0.5","N/A","N/A","N/A","56","20","N/A","0.2","340","48","27000","N/A","N/A","N/A","-213","0.46","N/A","54","N/A","33","18000","0.4","8","N/A","N/A","N/A","N/A","N/A","39","11","N/A","95","20000","N/A","N/A"
"Deep Bay","DS2","1997-01-08","1","Bulk Sample","220","35","7.3","450","51","N/A","370","320","<0.1","0.6","1","170","14","81","26","N/A","0.17","420","63","30000","N/A","<10","13","-230","0.49","N/A","66","190","41","20000","0.4","16","3","6","8","4","N/A","72","15","<5","11","27000","N/A","N/A"
"Deep Bay","DS2","1997-07-07","1","Bulk Sample","190","39","7.7","130","49","N/A","370","410","<0.1","0.7","<1","7","<5","86","24","N/A","0.12","270","64","31000","N/A","<10","<5","-398","0.54","N/A","57","<5","43","13000","0.3","10","1","4","2","2","N/A","44","12","32","9","33000","N/A","N/A"
"Deep Bay","DS2","1998-01-12","1","Bulk Sample","170","51","9","42","37","N/A","260","470","<0.1","0.5","<1","6","<5","93","28","N/A","0.15","930","64","41000","<5","<10","5","-15","0.37","7","54","<5","47","14000","0.2","24","2","5","5","3","<10","44","18","<5","56","36000","<250","<100"
"Deep Bay","DS2","1998-09-04","1","Bulk Sample","150","49","7.8","16","50","N/A","180","250","<0.1","0.6","<1","9","<5","81","26","N/A","0.19","490","66","35000","<5","<10","<5","-135","0.42","<5","49","<5","39","16000","0.2","21","2","7","6","3","<10","38","17","<5","12","30000","<250","<100"
"Deep Bay","DS2","1999-01-06","1","Bulk Sample","170","49","7.9","95","44","<5","220","320","<0.1","0.5","1","<5","<5","92","26","N/A","0.15","550","63","35000","<5","<10"," 10","-98","0.41","<5","52","<5","43","16000","0.2","21"," 2"," 7"," 6"," 4"," 3","50","15","<5","8","33000","<50","<50"
"Deep Bay","DS2","1999-01-06","1","Seived Sample (<63 micrometer)","180","53","8.1","53","42","<5","240","340","<0.1","0.5","<1","<5","<5","92","28","N/A","0.18","590","70","35000","<5","<10"," 6","-98","0.4","<5","57","<5","46","15000","0.2","19"," 3"," 7"," 5"," 4","<3","57","16","<5","0.87","37000","<50","<50"
"Deep Bay","DS2","1999-08-02","1","Seived Sample (<63 micrometer)","200","52","7.5","23","40","8","280","370","0.2","0.5","<1","20","14","94","27","N/A","0.15","600","75","40000","11","<10","24","-310","0.39","<5","66","11","51","15000","0.3","20","7","14","15","10","11","53","16","<5","4.1","39000","<50","<50"
"Deep Bay","DS2","1999-08-02","1","Bulk Sample","190","49","7.3","130","42","20","280","400","0.2","0.4","<1","27","12","94","26","N/A","0.15","580","69","38000","13","<10","25","-310","0.41","<5","61","13","47","15000","0.3","18","8","15","17","11","11","50","16","<5","4.5","37000","<50","<50"
"Deep Bay","DS2","2000-01-07","1","Seived Sample (<63 micrometer)","190","53","8.2","9.8","40","<5","300","N/A","0.1","0.4","<1","11","<5","95","28","N/A","0.17","680","64","38000","8","<10","17","-160","0.4","<5","58","14","48","15000","0.2","24","6","7","14","9","9","57","17","<5","0.78","44000","<50","<50"
"Deep Bay","DS2","2000-01-07","1","Bulk Sample","180","53","7.8","30","42","<5","300","440","0.1","0.5","<1","12","<5","95","23","N/A","0.14","640","63","38000","9","<10","21","-160","0.39","<5","55","15","45","15000","0.2","26","7","8","14","11","9","58","17","<5","3.4","40000","<50","<50"
"Deep Bay","DS2","2000-07-21","1","Seived Sample (<63 micrometer)","220","46","7.6","17","42","<5","300","370","0.2","0.5","<1","25","22","80","30","N/A","0.15","450","63","37000","10","<10","16","-225","0.42","<5","70","<5","53","11000","0.4","17","7","9","14","11","8","63","18","<5","9.7","44000","<50","<50"
"Deep Bay","DS2","2000-07-21","1","Bulk Sample","180","38","6.5","69","50","<5","300","460","0.2","0.4","<1","19","26","80","23","N/A","0.11","430","54","34000","10","<10","21","-225","0.5","<5","51","<5","41","17000","0.3","15","7","8","13","11","9","47","16","<5","7.7","34000","<50","<50"
"Deep Bay","DS2","2001-01-11","1","Bulk Sample","180","36","7","320","50","24","340","480","<0.1","0.6","<1","26","<5","63","24","N/A","0.11","430","57","29000","13","<10","41","-206","0.51","<5","52","32","36","16000","0.2","17","9","17","24","15","10","52","16","<5","1.8","37000","<50","<50"
"Deep Bay","DS2","2001-01-11","1","Seived Sample (<63 micrometer)","200","50","8.2","160","42","18","340","510","0.2","0.6","<1","7","<5","63","32","N/A","0.14","700","56","37000","12","<10","26","-206","0.4","<5","65","12","51","17000","0.2","23","9","16","21","13","8","62","16","<5","3.3","46000","<50","<50"
"Deep Bay","DS2","2001-08-22","1","Bulk Sample","240","48","7.4","110","43","<5","310","430","0.1","0.5","<1","12","8","85","29","N/A","0.14","660","87","37000","6","<10","14","-133","0.39","<5","66","9","48","15000","0.4","19","5","8","10","7","5","60","18","<5","4.8","44000","<50","<50"
"Deep Bay","DS2","2001-08-22","1","Seived Sample (<63 micrometer)","200","46","8","70","39","<5","320","450","<0.1","0.5","<1","13","10","85","28","N/A","0.2","590","67","37000","7","<10","14","-133","0.39","<5","58","8","47","14000","0.3","20","6","10","12","9","5","55","16","<5","0.53","42000","<50","<50"
"Deep Bay","DS2","2002-02-15","1","Bulk Sample","200","49","7.2","69","45","18","380","510","0.2","0.6","<1","27","6","81","28","<60","0.15","600","56","35000","8","<10","11","-197","0.44","<5","59","17","45","18000","0.3","18","5","10","10","7","5","48","16","<5","32","36000","<50","<50"
"Deep Bay","DS2","2002-07-12","1","Bulk Sample","140","36","6","100","49","18","320","390","0.2","0.5","<1","26","6","78","25","<60","0.12","430","46","29000","5","<10","10","-272","0.48","<5","53","7","39","17000","0.3","18","5","10","10","7","7","47","11","<5","6.7","35000","<50","<50"
"Deep Bay","DS2","2003-01-20","1","Bulk Sample","210","38","6.7","290","50","18","320","340","0.2","0.6","1","<5","<5","81","26","<60","0.12","290","60","26000","5","<10","10","-179","0.52","<5","70","7","39","18000","0.3","18","5","5","7","8","5","52","11","<5","3.8","36000","<50","<50"
"Deep Bay","DS2","2003-07-18","1","Bulk Sample","220","54","7.5","130","43","18","250","300","0.1","0.5","1","16","<5","81","27","<60","0.16","410","57","36000","8","<10","11","-239","0.43","<5","70","18","49","12000","0.3","18","5","11","9","11","6","55","12","<5","2.3","42000","<50","<50"
"Deep Bay","DS2","2004-01-06","1","Bulk Sample","180","46","7.4","60","47","18","140","160","0.2","0.5","1","6","<5","65","28","<60","0.14","400","59","31000","6","<10","6","-131","0.47","<5","57","6","42","18000","0.2","24","3","6","7","6","5","46","12","<5","0.06","37000","<50","<50"
"Deep Bay","DS2","2004-07-08","1","Bulk Sample","170","45","6.9","47","45","18","250","380","0.6","0.5","1","20","<5","77","26","<60","0.23","400","58","29000","8","<10","14","-166","0.46","<5","55","7","41","19000","0.3","17","5","14","13","10","7","52","12","<5","0.16","38000","<50","<50"
"Deep Bay","DS2","2005-03-11","1","Bulk Sample","91","26","6.2","80","49","18","340","500","0.2","0.6","0","29","6","90","14","<60","0.06","440","30","21000","10","<10","17","-34","0.55","<5","26","28","22","19000","0.1","17","6","14","14","11","11","30","9.9","<5","53","22000","<50","<50"
"Deep Bay","DS2","2005-08-19","1","Bulk Sample","170","41","7.1","29","46","18","260","420","0.1","0.7","1","20","8","87","29","<60","0.15","410","60","31000","7","<10","9","-192","0.42","<5","62","<5","44","15000","0.3","19","3","10","9","6","6","52","14","<5","<0.05","39000","<50","<50"
"Deep Bay","DS2","2006-01-19","1","Bulk Sample","130","36","5","71","52","18","230","340","0.1","0.7","0","16","5","74","23","<60","0.12","450","51","30000","9","<10","9","-108","0.5","<5","39","6","37","18000","0.2","18","4","9","10","9","6","37","13","<5","0.13","32000","<50","<50"
"Deep Bay","DS2","2006-07-13","1","Bulk Sample","230","35","8.3","570","47","18","280","700","0.2","0.7","1","23","<5","76","37","<60","0.15","420","58","32000","14","<10","29","-267","0.43","<5","91","13","50","22000","0.4","14","7","19","21","14","7","51","13","<5","29","35000","<50","<50"
"Deep Bay","DS2","2007-01-19","1","Bulk Sample","180","31","5.8","58","53","18","270","450","<0.1","0.6","1","23","6","47","28","<60","0.13","370","47","27000","9","<10","16","-158","0.51","<5","64","7","37","16000","0.3","14","5","15","12","9","5","38","12","<5","0.15","28000","<50","<50"
"Deep Bay","DS2","2007-08-13","1","Bulk Sample","190","31","5.4","48","51","18","280","430","0.1","0.6","1","22","5","68","24","<60","0.16","360","45","27000","12","<10","13","-218","0.56","<5","64","6","39","16000","0.3","13","6","16","15","12","6","43","11","<5","6.3","28000","<50","<50"
"Deep Bay","DS2","2008-01-07","1","Bulk Sample","270","31","6.3","94","42","18","410","470","0.4","0.7","1","19","<5","79","31","<60","0.26","370","60","27000","11","<10","24","-189","0.41","<5","100","11","54","20000","0.6","17","8","20","20","14","13","48","12","<5","0.33","30000","<50","<50"
"Deep Bay","DS2","2008-07-21","1","Bulk Sample","240","33","5.8","86","47","18","280","420","<0.1","0.6","1","52","<5","82","29","<60","0.15","380","51","29000","10","<10","17","-228","0.46","<5","68","<5","50","19000","0.4","12","6","17","12","10","12","43","12","<5","12","32000","<50","<50"
"Deep Bay","DS2","2009-01-12","1","Bulk Sample","420","37","8.5","360","41","18","490","520","0.4","0.8","2","84","17","17","37","<60","0.21","350","84","30000","28","<10","61","-208","0.37","10","100","8","79","22000","0.6","14","15","36","39","24","27","74","13","9","42","36000","<50","<50"
"Deep Bay","DS2","2009-08-20","1","Bulk Sample","100","24","5","1.2","49","18","120","260","0.2","0.8","0","23","<5","42","17","<60","0.12","340","32","24000","8","<10","13","-212","0.48","<5","29","<5","28","18000","0.2","13","5","12","13","8","8","27","9.5","<5","3.3","22000","<50","<50"
"Deep Bay","DS2","2010-01-15","1","Bulk Sample","110","21","6.4","1.9","52","18","150","300","0.2","1.3","0","13","<5","65","18","<60","0.13","400","34","24000","6","<10","6","-218","0.48","<5","37","68","30","17000","0.2","16","3","15","9","4","<3","31","9.5","<5","0.14","22000","<50","<50"
"Deep Bay","DS2","2010-07-15","1","Bulk Sample","180","21","7","260","42","18","420","680","0.1","1.1","1","38","30","78","22","<60","0.16","340","43","24000","41","<10","45","-178","0.48","18","57","22","43","18000","0.3","7","19","56","52","35","29","36","8.6","<5","21","24000","<50","<50"
"Deep Bay","DS2","2011-01-06","1","Bulk Sample","160","39","6.7","22","47","18","250","430","0.3","0.5","0","12","10","77","25","<60","0.12","430","53","40000","10","<10","11","-105","0.47","<5","52","<5","43","13000","0.2","15","4","13","11","8","6","34","14","<5","0.87","36000","<50","<50"
"Deep Bay","DS2","2011-07-04","1","Bulk Sample","110","42","6.1","6.3","47","18","140","270","0.1","0.5","<0","<5","<5","72","20","<60","0.11","450","51","38000","<5","<10","<5","-192","0.54","<5","28","<5","35","16000","0.1","14","1","3","3","2","<3","33","15","<5","2.1","33000","<50","<50"
"Deep Bay","DS2","2012-02-10","1","Bulk Sample","120","28","6.9","16","55","18","210","320","0.2","0.5","0","12","7","65","16","<60","0.09","380","43","29000","10","<10","13","-190","0.51","<5","32","<5","28","13000","0.2","16","6","13","13","10","10","28","10","<5","11","25000","<50","<50"
"Deep Bay","DS2","2012-07-12","1","Bulk Sample","160","35","6.4","36","48","18","260","430","0.2","0.6","0","<5","7","62","21","<60","0.12","500","47","34000","<5","<10","53","-52","0.48","<5","47","5","40","15000","0.2","13","<1","<1","<1","<1","<3","38","12","<5","5","25000","<50","<50"
"Deep Bay","DS2","2013-01-09","1","Bulk Sample","270","36","5.6","29","53","18","240","410","0.2","0.7","1","22","21","52","29","<60","0.19","440","68","34000","11","<10","11","-360","0.52","<5","73","<5","45","14000","0.6","15","7","21","15","13","9","41","14","<5","0.81","25000","<50","<50"
"Deep Bay","DS2","2013-09-05","1","Bulk Sample","150","41","6.2","39","52","18","240","400","0.2","0.6","0","12","9","69","25","66","0.15","430","51","35000","7","<10","9","-367","0.45","<5","48","<5","39","16000","0.2","12","4","8","9","8","4","29","17","<5","2.7","25000","<50","<50"
"Deep Bay","DS2","2014-01-29","1","Bulk Sample","140","50","8.4","3.2","50","18","350","550","0.2","0.5","0","9","11","81","22","<60","0.15","440","58","46000","6","<10","7","-420","0.46","<5","41","<5","45","12000","0.2","14","4","6","6","7","4","29","15","<5","1.4","35000","<50","<50"
"Deep Bay","DS2","2014-07-11","1","Bulk Sample","170","43","7.2","4.1","49","18","370","560","0.2","0.5","0","18","9","86","21","80","0.12","430","120","37000","7","<10","13","-362","0.43","<5","44","5","39","13000","0.2","26","5","12","9","12","8","32","13","<5","13","28000","<50","<50"
"Deep Bay","DS2","2015-01-19","1","Bulk Sample","160","35","7.8","4.4","51","18","270","470","<0.1","0.6","0","24","13","76","21","<60","0.15","380","48","30000","7","<10","12","-379","0.5","<5","40","6","39","14000","0.2","12","5","13","8","9","6","35","14","<5","1.3","25000","<50","<50"
"Deep Bay","DS2","2015-08-03","1","Bulk Sample","140","34","5.7","4.1","51","18","230","440","0.1","0.7","0","50","11","56","18","<60","0.09","440","37","31000","8","23","17","-356","0.47","<5","30","<5","32","16000","0.1","7","5","11","7","6","6","27","12","<5","0.13","22000","<50","<50"
"Deep Bay","DS2","2016-01-11","1","Bulk Sample","97","14","8","44","46","18","200","340","0.2","0.9","0","37","20","33","13","88","0.06","190","24","13000","13","13","13","-361","0.45","<5","24","<5","22","14000","0.1","7","6","15","11","9","9","18","6.3","<5","0.18","12000","<50","53"
"Deep Bay","DS2","2016-07-13","1","Bulk Sample","160","42","6.5","2.5","49","18","330","480","0.1","0.5","0","54","13","93","22","<60","0.18","420","55","38000","9","<10","10","-351","0.46","<5","53","6","44","10000","0.2","6","5","15","11","9","6","32","14","<5","3.6","28000","<50","<50"
"Deep Bay","DS2","2017-01-23","1","Bulk Sample","190","40","8","1.2","45","18","270","390","0.2","0.5","0","13","9","93","23","72","0.16","390","54","34000","8","<10","11","-455","0.42","<5","51","5","39","14000","0.2","8","4","14","9","8","6","34","16","<5","0.1","30000","<50","<50"
"Deep Bay","DS2","2017-08-11","1","Bulk Sample","130","50","5.8","1.9","53","18","250","360","<0.1","0.8","<0","6","5","N/A","26","200","0.13","410","49","36000","7","<10","7","-116","0.53","28","34","<5","45","15000","0.1","13","5","7","7","4","4","65","19","<5","<0.05","45000","<50","<50"
"Deep Bay","DS2","2018-01-03","1","Bulk Sample","180","48","7.9","3.2","49","18","310","450","0.1","0.5","0","8","<5","83","26","63","0.17","430","56","37000","8","<10","6","-94","0.46","<5","47","<5","45","14000","0.2","15","4","12","7","5","4","35","19","<5","0.44","29000","<50","<50"
"Deep Bay","DS2","2018-07-27","1","Bulk Sample","210","34","6.9","16","48","18","320","480","0.2","0.6","1","6","<5","81","23","<60","0.13","430","51","31000","8","<10","7","-171","0.49","<5","56","<5","40","14000","0.7","8","4","11","9","7","5","36","16","<5","8.3","23000","<50","<50"
"Deep Bay","DS2","2019-02-01","1","Bulk Sample","210","30","7.2","32","52","18","310","550","0.1","0.6","1","15","6","77","22","<60","0.16","390","52","29000","13","<10","10","-126","0.44","<5","54","<5","38","12000","0.5","8","7","21","14","17","8","28","14","<5","0.39","16000","<50","<50"
"Deep Bay","DS2","2019-07-19","1","Bulk Sample","190","43","6.4","14","51","18","260","450","0.2","0.5","0","8","<5","73","27","<60","0.12","430","54","33000","10","<10","7","-346","0.47","25","52","<5","44","14000","0.3","10","5","16","8","7","5","43","17","<5","0.16","36000","<50","<50"
